turma,aluno_id,Cr,Disciplina em Sala de Aula,Participação em Atividades,Relacionamento Interpessoal,Cq
Integrado em ADM - 2019.1,94,7.122222222222224,4.353658536585366,3.451219512195122,3.292682926829268,3.6991869918699187
Integrado em ADM - 2019.1,95,7.872222222222224,3.8395061728395063,3.9135802469135803,3.9753086419753085,3.909465020576132
Integrado em ADM - 2019.1,98,3.938888888888888,3.197530864197531,3.2222222222222223,3.6419753086419755,3.353909465020576
Integrado em ADM - 2019.1,102,7.844444444444445,3.725,3.875,4.0625,3.8874999999999997
Integrado em ADM - 2019.1,108,3.377777777777778,3.9365079365079363,3.6666666666666665,3.8253968253968256,3.8095238095238098
Integrado em ADM - 2019.1,244,8.594444444444443,4.823529411764706,4.735294117647059,4.764705882352941,4.7745098039215685
Integrado em ADM - 2019.1,245,7.688888888888889,4.794117647058823,4.4411764705882355,4.411764705882353,4.549019607843137
Integrado em ADM - 2019.1,246,0.788888888888889,3.6875,3.1875,3.125,3.3333333333333335
Integrado em ADM - 2019.1,247,8.699999999999998,4.705882352941177,4.5,4.676470588235294,4.627450980392157
Integrado em ADM - 2019.1,248,6.8,4.411764705882353,3.8823529411764706,4.382352941176471,4.2254901960784315
Integrado em ADM - 2019.1,249,8.638888888888891,4.5588235294117645,4.852941176470588,4.794117647058823,4.735294117647058
Integrado em ADM - 2019.1,250,7.41111111111111,4.5,3.8529411764705883,4.0588235294117645,4.137254901960785
Integrado em ADM - 2019.1,251,7.944444444444443,4.382352941176471,4.088235294117647,4.294117647058823,4.254901960784314
Integrado em ADM - 2019.1,252,8.683333333333334,5.0,4.911764705882353,4.9411764705882355,4.950980392156863
Integrado em ADM - 2019.1,253,8.238888888888887,4.735294117647059,4.647058823529412,4.705882352941177,4.696078431372549
Integrado em ADM - 2019.1,254,6.583333333333333,4.029411764705882,3.8529411764705883,3.9411764705882355,3.9411764705882355
Integrado em ADM - 2019.1,255,8.72777777777778,4.970588235294118,4.852941176470588,4.9411764705882355,4.921568627450981
Integrado em ADM - 2019.1,256,7.894444444444446,4.617647058823529,4.470588235294118,4.617647058823529,4.568627450980392
Integrado em ADM - 2019.1,257,6.98888888888889,3.9411764705882355,4.0,4.411764705882353,4.11764705882353
Integrado em ADM - 2019.1,258,7.8999999999999995,4.470588235294118,4.323529411764706,4.323529411764706,4.372549019607843
Integrado em ADM - 2019.1,259,8.372222222222224,4.588235294117647,4.411764705882353,4.5588235294117645,4.519607843137255
Integrado em ADM - 2019.1,260,8.416666666666666,4.176470588235294,4.294117647058823,4.529411764705882,4.333333333333333
Integrado em ADM - 2019.1,261,7.444444444444443,4.676470588235294,4.0588235294117645,4.294117647058823,4.3431372549019605
Integrado em ADM - 2019.1,262,7.51111111111111,4.735294117647059,3.8823529411764706,3.8529411764705883,4.1568627450980395
Integrado em ADM - 2019.1,263,7.672222222222222,4.852941176470588,4.4411764705882355,4.5588235294117645,4.617647058823529
Integrado em ADM - 2019.1,264,8.86111111111111,4.882352941176471,4.676470588235294,4.794117647058823,4.784313725490196
Integrado em ADM - 2019.1,265,8.472222222222221,5.0,4.882352941176471,4.882352941176471,4.921568627450981
Integrado em ADM - 2019.1,266,8.644444444444444,4.735294117647059,4.5,4.647058823529412,4.627450980392157
Integrado em ADM - 2019.1,267,7.5,4.647058823529412,4.088235294117647,4.235294117647059,4.323529411764706
Integrado em ADM - 2019.1,268,8.366666666666667,4.882352941176471,4.617647058823529,4.823529411764706,4.7745098039215685
Integrado em ADM - 2019.1,269,7.572222222222223,4.352941176470588,4.176470588235294,4.5588235294117645,4.362745098039215
Integrado em ADM - 2019.1,270,7.605555555555556,4.470588235294118,4.029411764705882,4.235294117647059,4.245098039215686
Integrado em ADM - 2019.1,271,7.744444444444444,4.264705882352941,4.088235294117647,4.4411764705882355,4.264705882352941
Integrado em ADM - 2019.1,272,7.666666666666665,4.794117647058823,4.088235294117647,4.117647058823529,4.333333333333333
Integrado em ADM - 2019.1,273,7.633333333333332,4.088235294117647,4.0588235294117645,4.147058823529412,4.098039215686274
Integrado em ADM - 2019.1,274,7.972222222222222,4.647058823529412,4.5,4.470588235294118,4.5392156862745106
Integrado em ADM - 2019.1,275,7.877777777777776,4.705882352941177,4.235294117647059,4.4411764705882355,4.46078431372549
Integrado em ADM - 2019.1,276,7.9722222222222205,4.470588235294118,4.029411764705882,4.235294117647059,4.245098039215686
Integrado em ADM - 2019.1,277,1.35,3.5294117647058822,3.264705882352941,3.2941176470588234,3.3627450980392157
Integrado em ADM - 2019.1,278,8.377777777777778,4.647058823529412,4.235294117647059,4.5,4.46078431372549
Integrado em ADM - 2019.1,279,7.133333333333334,4.4411764705882355,4.147058823529412,4.323529411764706,4.303921568627452
Integrado em ADM - 2019.1,280,7.316666666666666,4.5,4.029411764705882,4.0588235294117645,4.196078431372549
Integrado em ADM - 2019.1,281,7.966666666666665,4.147058823529412,4.176470588235294,4.382352941176471,4.235294117647059
Integrado em ADM - 2019.1,282,8.522222222222222,4.794117647058823,4.588235294117647,4.735294117647059,4.705882352941177
Integrado em ADM - 2019.1,283,7.827777777777778,4.823529411764706,4.411764705882353,4.735294117647059,4.656862745098039
Integrado em ADM - 2019.1,284,7.522222222222221,4.735294117647059,4.147058823529412,4.470588235294118,4.450980392156863
Integrado em ADM - 2019.1,285,8.944444444444445,4.794117647058823,4.529411764705882,4.647058823529412,4.6568627450980395
Integrado em ADM - 2019.1,286,6.949999999999999,4.382352941176471,3.8529411764705883,4.0,4.07843137254902
Integrado em ADM - 2019.1,287,7.311111111111113,3.9411764705882355,3.8529411764705883,4.205882352941177,4.0
Integrado em AGRO - 2019.1,17,7.159090909090907,4.053191489361702,3.702127659574468,3.8404255319148937,3.8652482269503547
Integrado em AGRO - 2019.1,18,7.572727272727275,3.8297872340425534,3.5319148936170213,3.6914893617021276,3.684397163120567
Integrado em AGRO - 2019.1,21,7.027272727272727,3.627659574468085,3.574468085106383,3.6808510638297873,3.627659574468085
Integrado em AGRO - 2019.1,23,5.668181818181819,3.6595744680851063,3.4361702127659575,3.4574468085106385,3.517730496453901
Integrado em AGRO - 2019.1,28,7.299999999999998,3.5319148936170213,3.3191489361702127,3.4893617021276597,3.446808510638298
Integrado em AGRO - 2019.1,33,7.172727272727272,3.9468085106382977,3.7872340425531914,3.9148936170212765,3.882978723404255
Integrado em AGRO - 2019.1,36,7.4363636363636365,3.6808510638297873,3.5425531914893615,3.648936170212766,3.624113475177305
Integrado em AGRO - 2019.1,38,7.218181818181818,3.627659574468085,3.6808510638297873,3.8085106382978724,3.7056737588652484
Integrado em AGRO - 2019.1,42,7.622727272727272,3.2872340425531914,3.9893617021276597,4.095744680851064,3.7907801418439715
Integrado em AGRO - 2019.1,45,5.336363636363637,4.0,3.5319148936170213,3.702127659574468,3.74468085106383
Integrado em AGRO - 2019.1,47,4.5681818181818175,3.5531914893617023,3.627659574468085,3.904255319148936,3.695035460992908
Integrado em AGRO - 2019.1,128,7.804545454545456,3.6333333333333333,3.8,3.888888888888889,3.774074074074074
Integrado em AGRO - 2019.1,133,7.868181818181819,3.8,3.6333333333333333,3.8777777777777778,3.7703703703703706
Integrado em AGRO - 2019.1,202,2.3863636363636362,3.96875,3.59375,3.875,3.8125
Integrado em AGRO - 2019.1,203,6.777272727272727,4.3478260869565215,4.217391304347826,4.326086956521739,4.297101449275362
Integrado em AGRO - 2019.1,204,7.654545454545455,4.521739130434782,4.413043478260869,4.478260869565218,4.471014492753624
Integrado em AGRO - 2019.1,205,3.1181818181818177,4.304347826086956,3.630434782608696,3.6956521739130435,3.8768115942028984
Integrado em AGRO - 2019.1,206,7.772727272727272,4.260869565217392,4.413043478260869,4.434782608695652,4.369565217391305
Integrado em AGRO - 2019.1,207,8.786363636363637,4.891304347826087,4.869565217391305,4.760869565217392,4.840579710144927
Integrado em AGRO - 2019.1,208,4.6863636363636365,3.6739130434782608,3.5217391304347827,3.717391304347826,3.6376811594202896
Integrado em AGRO - 2019.1,209,8.240909090909092,4.739130434782608,4.565217391304348,4.478260869565218,4.5942028985507255
Integrado em AGRO - 2019.1,210,8.227272727272727,4.717391304347826,4.521739130434782,4.565217391304348,4.601449275362319
Integrado em AGRO - 2019.1,211,0.35,1.0,1.0,1.0,1.0
Integrado em AGRO - 2019.1,212,4.827272727272727,3.847826086956522,3.717391304347826,3.847826086956522,3.8043478260869565
Integrado em AGRO - 2019.1,213,8.072727272727272,4.565217391304348,4.521739130434782,4.478260869565218,4.521739130434782
Integrado em AGRO - 2019.1,214,7.122727272727272,3.869565217391304,3.760869565217391,3.869565217391304,3.8333333333333335
Integrado em AGRO - 2019.1,215,5.172727272727273,4.391304347826087,4.043478260869565,4.282608695652174,4.239130434782608
Integrado em AGRO - 2019.1,216,5.75909090909091,4.369565217391305,3.8260869565217392,4.043478260869565,4.079710144927536
Integrado em AGRO - 2019.1,217,7.204545454545454,4.282608695652174,4.043478260869565,4.1521739130434785,4.159420289855072
Integrado em AGRO - 2019.1,218,4.6090909090909085,3.5434782608695654,3.239130434782609,3.4782608695652173,3.4202898550724634
Integrado em AGRO - 2019.1,219,5.445454545454544,3.9565217391304346,3.608695652173913,3.6739130434782608,3.746376811594203
Integrado em AGRO - 2019.1,220,7.9818181818181815,4.6521739130434785,4.434782608695652,4.239130434782608,4.442028985507246
Integrado em AGRO - 2019.1,221,7.113636363636363,4.630434782608695,4.260869565217392,4.413043478260869,4.434782608695651
Integrado em AGRO - 2019.1,222,7.345454545454547,4.326086956521739,4.217391304347826,4.304347826086956,4.282608695652175
Integrado em AGRO - 2019.1,223,7.0636363636363635,4.130434782608695,4.086956521739131,4.195652173913044,4.13768115942029
Integrado em AGRO - 2019.1,224,6.681818181818182,4.304347826086956,4.239130434782608,4.391304347826087,4.311594202898551
Integrado em AGRO - 2019.1,225,8.17727272727273,4.673913043478261,4.586956521739131,4.608695652173913,4.6231884057971016
Integrado em AGRO - 2019.1,226,4.995454545454546,4.434782608695652,3.869565217391304,3.9347826086956523,4.079710144927536
Integrado em AGRO - 2019.1,227,7.277272727272728,4.282608695652174,4.0,4.173913043478261,4.152173913043478
Integrado em AGRO - 2019.1,228,7.804545454545454,4.086956521739131,3.9782608695652173,4.1521739130434785,4.072463768115942
Integrado em AGRO - 2019.1,229,5.795454545454545,4.456521739130435,4.3478260869565215,4.304347826086956,4.369565217391305
Integrado em AGRO - 2019.1,230,7.172727272727273,4.108695652173913,3.9782608695652173,3.9782608695652173,4.021739130434782
Integrado em AGRO - 2019.1,231,4.745454545454544,3.9565217391304346,3.6956521739130435,4.130434782608695,3.927536231884058
Integrado em AGRO - 2019.1,232,5.59090909090909,4.0,3.869565217391304,3.9347826086956523,3.9347826086956523
Integrado em AGRO - 2019.1,233,7.936363636363637,3.9565217391304346,3.6739130434782608,3.8043478260869565,3.8115942028985508
Integrado em AGRO - 2019.1,234,8.154545454545454,4.5,4.195652173913044,4.260869565217392,4.318840579710145
Integrado em AGRO - 2019.1,235,7.163636363636362,3.869565217391304,4.0,4.217391304347826,4.028985507246377
Integrado em AGRO - 2019.1,236,0.7363636363636363,3.909090909090909,3.909090909090909,3.909090909090909,3.9090909090909087
Integrado em AGRO - 2019.1,237,7.227272727272726,4.586956521739131,4.1521739130434785,4.3478260869565215,4.36231884057971
Integrado em AGRO - 2019.1,238,4.199999999999999,3.739130434782609,3.5869565217391304,4.065217391304348,3.797101449275362
Integrado em AGRO - 2019.1,239,4.286363636363637,3.9782608695652173,3.4782608695652173,3.652173913043478,3.7028985507246372
Integrado em AGRO - 2019.1,240,2.509090909090909,3.95,3.65,3.9,3.8333333333333335
Integrado em AGRO - 2019.1,241,7.895454545454545,4.608695652173913,4.478260869565218,4.521739130434782,4.536231884057972
Integrado em AGRO - 2019.1,242,8.477272727272727,4.804347826086956,4.521739130434782,4.282608695652174,4.536231884057971
Integrado em AGRO - 2019.1,243,4.7,3.9565217391304346,3.739130434782609,3.9347826086956523,3.8768115942028984
Integrado em MIN - 2019.1,50,7.466666666666667,4.37037037037037,3.962962962962963,3.9135802469135803,4.082304526748971
Integrado em MIN - 2019.1,60,6.994444444444444,4.2,3.725,3.6125,3.8458333333333337
Integrado em MIN - 2019.1,62,6.877777777777778,3.775,3.7,3.8375,3.7708333333333335
Integrado em MIN - 2019.1,65,3.3833333333333324,3.175,2.45,2.7375,2.7875
Integrado em MIN - 2019.1,67,7.422222222222223,3.775,3.8875,3.9375,3.8666666666666667
Integrado em MIN - 2019.1,69,3.933333333333333,3.8947368421052633,3.280701754385965,3.6666666666666665,3.614035087719298
Integrado em MIN - 2019.1,74,5.411111111111112,3.4875,3.7125,4.0125,3.7374999999999994
Integrado em MIN - 2019.1,75,4.8055555555555545,4.0375,3.65,3.6,3.7624999999999997
Integrado em MIN - 2019.1,87,4.316666666666666,4.506329113924051,3.9367088607594938,3.962025316455696,4.135021097046414
Integrado em MIN - 2019.1,147,4.533333333333334,3.962025316455696,3.5822784810126582,3.8227848101265822,3.789029535864979
Integrado em MIN - 2019.1,158,7.544444444444443,4.294117647058823,4.4411764705882355,4.4411764705882355,4.3921568627450975
Integrado em MIN - 2019.1,159,6.611111111111111,3.088235294117647,3.264705882352941,3.676470588235294,3.343137254901961
Integrado em MIN - 2019.1,160,8.433333333333334,4.382352941176471,4.117647058823529,4.0588235294117645,4.186274509803922
Integrado em MIN - 2019.1,161,3.3722222222222222,3.911764705882353,3.5294117647058822,3.6176470588235294,3.6862745098039214
Integrado em MIN - 2019.1,162,6.949999999999999,3.8823529411764706,3.676470588235294,4.0,3.8529411764705883
Integrado em MIN - 2019.1,163,6.933333333333334,3.823529411764706,3.8823529411764706,3.8823529411764706,3.8627450980392157
Integrado em MIN - 2019.1,164,6.772222222222222,4.147058823529412,4.294117647058823,4.205882352941177,4.215686274509804
Integrado em MIN - 2019.1,165,7.655555555555556,4.515151515151516,4.212121212121212,4.393939393939394,4.373737373737374
Integrado em MIN - 2019.1,166,7.7333333333333325,4.696969696969697,4.393939393939394,4.484848484848484,4.525252525252525
Integrado em MIN - 2019.1,167,8.327777777777776,4.393939393939394,4.2727272727272725,4.181818181818182,4.282828282828283
Integrado em MIN - 2019.1,168,7.738888888888888,4.7272727272727275,4.303030303030303,4.303030303030303,4.444444444444445
Integrado em MIN - 2019.1,169,8.811111111111114,4.636363636363637,4.484848484848484,4.424242424242424,4.515151515151515
Integrado em MIN - 2019.1,170,1.6055555555555554,4.166666666666667,3.8333333333333335,3.5,3.8333333333333335
Integrado em MIN - 2019.1,171,1.7444444444444445,3.9285714285714284,3.642857142857143,3.5714285714285716,3.714285714285714
Integrado em MIN - 2019.1,172,6.455555555555556,4.0606060606060606,4.090909090909091,4.090909090909091,4.08080808080808
Integrado em MIN - 2019.1,173,7.188888888888887,4.151515151515151,3.787878787878788,3.8484848484848486,3.9292929292929295
Integrado em MIN - 2019.1,174,7.472222222222222,4.0606060606060606,4.333333333333333,4.393939393939394,4.262626262626263
Integrado em MIN - 2019.1,175,8.733333333333334,4.848484848484849,4.7272727272727275,4.848484848484849,4.808080808080809
Integrado em MIN - 2019.1,176,3.333333333333333,3.272727272727273,2.9393939393939394,3.3333333333333335,3.181818181818182
Integrado em MIN - 2019.1,177,3.827777777777778,4.242424242424242,3.696969696969697,3.696969696969697,3.878787878787879
Integrado em MIN - 2019.1,178,5.377777777777777,3.6666666666666665,3.484848484848485,3.4545454545454546,3.535353535353535
Integrado em MIN - 2019.1,179,7.527777777777778,4.212121212121212,4.181818181818182,4.212121212121212,4.2020202020202015
Integrado em MIN - 2019.1,180,7.205555555555557,3.8181818181818183,4.181818181818182,4.090909090909091,4.03030303030303
Integrado em MIN - 2019.1,181,8.216666666666667,4.484848484848484,4.515151515151516,4.515151515151516,4.505050505050505
Integrado em MIN - 2019.1,182,7.566666666666666,3.878787878787879,4.151515151515151,4.242424242424242,4.090909090909091
Integrado em MIN - 2019.1,183,8.133333333333333,4.212121212121212,4.454545454545454,4.212121212121212,4.292929292929293
Integrado em MIN - 2019.1,184,5.1499999999999995,3.9393939393939394,3.9696969696969697,3.9393939393939394,3.9494949494949494
Integrado em MIN - 2019.1,186,8.53888888888889,4.696969696969697,4.636363636363637,4.212121212121212,4.515151515151516
Integrado em MIN - 2019.1,187,3.511111111111111,3.909090909090909,3.515151515151515,3.5757575757575757,3.6666666666666665
Integrado em MIN - 2019.1,188,7.138888888888889,3.8181818181818183,4.151515151515151,4.181818181818182,4.050505050505051
Integrado em MIN - 2019.1,189,7.716666666666665,3.8181818181818183,3.787878787878788,4.0606060606060606,3.8888888888888893
Integrado em MIN - 2019.1,190,4.872222222222224,4.03030303030303,3.757575757575758,3.909090909090909,3.8989898989898992
Integrado em MIN - 2019.1,191,7.444444444444445,4.212121212121212,4.454545454545454,4.303030303030303,4.323232323232323
Integrado em MIN - 2019.1,192,8.105555555555558,4.242424242424242,3.909090909090909,4.151515151515151,4.101010101010101
Integrado em MIN - 2019.1,193,5.205555555555556,4.393939393939394,4.212121212121212,4.303030303030303,4.303030303030303
Integrado em MIN - 2019.1,194,6.6944444444444455,4.090909090909091,4.151515151515151,4.151515151515151,4.1313131313131315
Integrado em MIN - 2019.1,195,7.388888888888889,4.454545454545454,4.151515151515151,4.424242424242424,4.343434343434343
Integrado em MIN - 2019.1,196,7.055555555555555,4.625,4.46875,4.5,4.53125
Integrado em MIN - 2019.1,197,8.455555555555556,4.59375,4.75,4.71875,4.6875
Integrado em MIN - 2019.1,199,7.055555555555555,4.03125,3.96875,4.1875,4.0625
Integrado em MIN - 2019.1,200,7.838888888888889,4.625,4.65625,4.625,4.635416666666667
Integrado em MIN - 2019.1,201,7.611111111111111,4.34375,3.96875,4.1875,4.166666666666667
